Field ,Area,Identification number,Days,Na,K,Mg,Ca,Sr,Ba,Cl,SO4
Dan ,Central,40,11295,12847.67000001,395,1045,597,46,1,22989.00000001,1823
Dan ,Central,67,11297,14663.93,361,979,1153,119,1,26891,1446
Dan ,Central,29,11298,11510.79,419,1172,587,21,1,21032,2159
Dan ,Central,12,11299,13778.54,373,923,758,57,1,24398,1749
Dan ,Central,15,11300,29217.76,307,467,1655,295,1,49613.00000001,402
Dan ,Central,21,11301,14273.03,375,950,846,70,1,25517.00000001,1602
Dan ,Central,9,11302,12702.12,404,987,692,38,1,22750,1843
Dan ,Central,30,11311,20841.94000001,318,624,1505,213,1,36594,710
Dan ,Central,27,11312,15818.51,344,826,900,98,1,27875,1271
Dan ,Central,23,11313,21865.37,332,637,1258,185,1,37558,989
Dan ,Central,5,11314,27966.60000001,289,467,1621,277,1,47621.00000001,361
Dan ,Central,72,11324,25086.47,340,550,1321,174,1,42415,949
Dan ,NW,92,11332,14082.71000001,350,896,991,107,1,25538,1320
Dan ,Central,66,11335,13726.47000001,411,1058,733,50,1,24659,1800
Dan ,Central,120,11335,21176.91,302,559,1358,217,1,36756,566
Dan ,Central,74,11338,18287.09000001,288,387,826,118,1,30591,792
Dan ,Central,68,11339,18040,344,678,1083,114,1,31235,1235
Dan ,Central,90,11340,15647.54,346,871,1281,140,1,28456,1267
Dan ,Central,132,11341,12333.39,397,999,669,29,1,22041.00000001,2006
Dan ,Central,52,11341,15617.99000001,354,871,843,90,1,27470,1445
Dan ,Central,70,11342,20694.69000001,333,653,1124,159,1,35587,926
Dan ,Central,133,11343,16608.88,278,476,775,103,1,28093.00000001,868
Dan ,Central,60,11343,18968.78,266,377,1062,166,1,32544,125
Dan ,Central,126,11344,15122.67,361,977,917,110,1,27208,1392
Dan ,Central,119,11344,17828,255,447,923,146,1,30444,492
Dan ,Central,79,11344,28201.03,391,515,1351,196,1,47352,794
Dan ,Central,69,11346,18658.14,335,692,1203,141,1,32556,1100
Dan ,Central,93,11347,14158.13000001,364,944,820,80,1,25465.00000001,1344
Dan ,Central,53,11347,15023.93,397,1035,767,66,1,26802,1601
Dan ,Central,49,11347,15121.59000001,324,784,860,100,1,26604,1251
Dan ,Central,88,11347,16255.54,360,879,981,134,1,29038,1073
Dan ,NW,107,11348,15402.54,454,1218,788,49,1,27614,2118
Dan ,Central,112,11348,29870.63,348,517,1786,321,1,50995,486
Dan ,Central,44,11349,10914.75,412,1368,772,42,1,20963,2240
Dan ,Central,50,11349,14270.87,403,1062,739,59,1,25671,1598
Dan ,NW,109,11349,20566.85000001,256,325,1063,170,1,34504,599
Dan ,Central,42,11350,17267.87,325,727,973,121,1,30017.00000001,1185
Dan ,NW,106,11350,22520.69000001,335,509,1188,165,1,38098,935
Dan ,NW,96,11350,29574.57,361,439,1471,234,1,49585,633
Dan ,NW,61,11351,27492.33,375,420,1261,188,1,45829.00000001,755
Dan ,Central,80,11352,14414.97,402,1095,1112,97,1,26601.00000001,1705
Dan ,NW,102,11352,17775.87,320,624,991,126,1,30533.00000001,1183
Dan ,Central,45,11352,19384.07000001,372,832,1188,157,1,33971,1282
Dan ,Central,131,11352,19633.28,336,681,1242,156,1,34117.00000001,1092
Dan ,NW,98,11352,27551.63,353,392,1335,203,1,46024,671
Dan ,Central,40,11353,12414.33,368,1073,710,58,1,22795,1542
Dan ,Central,108,11353,14305.91000001,379,960,932,65,1,25737.00000001,1618
Dan ,Central,103,11354,20364.8,246,283,908,143,1,33781.00000001,576
Dan ,NW,100,11356,22174.47,302,392,1032,145,1,36974,834
Dan ,Central,111,11360,19057.97,252,379,962,139,1,32552,22
Dan ,Central,114,11361,21763.59000001,286,528,1416,219,1,37711,498
Dan ,NW,113,11363,20225.68,278,382,941,139,1,33752,830
Dan ,Central,23,11380,21684.57,228,649,1264,163,1,37150,1073
Dan ,Central,8,11383,21343.72,138,386,1344,177,1,36675,61
Dan ,Central,15,11387,28820.69000001,172,460,1694,274,1,48914.00000001,395
Dan ,Central,29,11388,11272.48,372,1224,635,30,1,20731,2341
Dan ,Central,67,11390,15268.46,367,862,1013,103,1,27198,1485
Dan ,Central,30,11390,19813.38,218,629,1381,191,1,34632,792
Dan ,Central,45,11390,20762.76,392,704,1127,112,1,35578,1310
Dan ,Central,27,11391,15701.03,269,832,829,94,1,27460,1344
Dan ,Central,51,11391,18816.21000001,368,702,918,106,1,32114,1387
Dan ,Central,70,11391,21212.98000001,357,543,994,106,1,35764,994
Dan ,Central,126,11393,16835.46000001,484,728,842,86,1,29126,1335
Dan ,Central,29,11393,18519.74,238,699,1316,150,1,32564,989
Dan ,Central,131,11401,19181.12,333,664,1203,152,1,33324,1052
Dan ,Central,80,11402,14907.65000001,402,943,1013,62,1,26673.00000001,1760
Dan ,Central,19,11408,13344.57,309,975,836,75,1,23942,1793
Dan ,NW,92,11410,14493.76,353,816,859,88,1,25608,1434
Dan ,Central,9,11411,12394.3,317,1021,711,56,1,22202,2034
Dan ,Central,10,11412,13752.07000001,314,991,741,65,1,24301.00000001,1989
Dan ,Central,5,11419,26752.49,168,463,1646,261,1,45641.00000001,382
Dan ,Central,90,11424,15908.77000001,343,786,1116,118,1,28256,1324
Dan ,Central,66,11427,13469.94000001,413,1064,707,50,1,24192,1860
Dan ,Central,93,11430,14185.16,351,823,708,69,1,24943,1332
Dan ,Central,68,11430,18236.69000001,347,689,1102,123,1,31607,1245
Dan ,Central,72,11430,23866.14,343,551,1280,169,1,40439,978
Dan ,Central,74,11431,18813.47,277,402,857,125,1,31469.00000001,831
Dan ,Central,60,11431,19100.63,233,376,1110,178,1,32827,101
Dan ,NW,109,11431,20756.35,256,300,943,153,1,34475,629
Dan ,Central,79,11431,23478.27,327,453,1053,151,1,39455,529
Dan ,Central,69,11432,18973.69,324,608,1048,120,1,32471,1134
Dan ,NW,106,11432,21976.62,319,449,1001,133,1,36681.00000001,976
Dan ,Central,53,11434,14958.57,383,849,637,55,1,25965.00000001,1521
Dan ,Central,49,11434,15704.43,321,610,672,73,1,26600,1302
Dan ,NW,102,11434,18759.28,326,587,907,113,1,31715,1283
Dan ,NW,107,11434,20879.32,297,551,1319,211,1,36183,582
Dan ,NW,100,11434,21620.92,304,400,1008,139,1,36076,863
Dan ,Central,130,11435,20526.57,342,634,1119,143,1,35089.00000001,1155
Dan ,Central,133,11436,17101.42,284,480,790,85,1,28693.00000001,1124
Dan ,Central,52,11438,17942.6,349,726,773,80,1,30318,1688
Dan ,Central,50,11439,14147.83000001,455,1044,622,30,1,24831,2158
Dan ,Central,44,11441,11939.78000001,415,1138,616,20,1,21283,2644
Dan ,Central,42,11442,17670.76,330,587,775,84,1,29697.00000001,1397
Dan ,Central,40,11443,13660.68,366,872,574,43,1,23728,1743
Dan ,Central,51,11443,18816.7,348,705,872,92,1,31818,1650
Dan ,Central,80,11447,14667.87,410,916,942,52,1,26096,1762
Dan ,NW,96,11447,31046.99,390,318,1412,168,1,51340,677
Dan ,NW,98,11448,29001.56,401,299,1276,148,1,47839.00000001,733
Dan ,Central,88,11450,16425.08,348,720,747,88,1,28255,1232
Dan ,Central,126,11452,15783.53,404,861,811,67,5,27604,1533
Dan ,Central,132,11455,13420.51,429,1061,737,23,1,23868,2245
Dan ,Central,120,11462,20963.99,302,498,1371,173,1,36218,591
Dan ,Central,108,11466,14646.23000001,405,972,993,46,1,26333.00000001,1727
Dan ,Central,119,11467,17612.75,239,293,808,98,1,29580,255
Dan ,Central,103,11467,20979.91000001,274,226,966,123,1,34664,592
Dan ,Central,114,11467,22333.76,307,497,1513,183,1,38637.00000001,532
Dan ,Central,112,11468,24677.32000001,417,482,1368,172,1,41877.00000001,759
Dan ,Central,111,11470,19201.36,261,338,902,100,1,32390,203
Dan ,Central,114,11471,20493.97,287,332,1012,113,1,34121.00000001,846
Dan ,Central,88,11477,16059.29,354,743,853,80,1,28053.00000001,1085
Dan ,Central,4,11479,29093.88,188,449,1694,293,1,49331.9999999999,397
Dan ,NW,106,11518,22779.16000001,288,470,1118,165,1,38271,861
Dan ,NW,109,11519,20649.99,214,292,999,178,1,34433.00000001,542
Dan ,NW,102,11522,18624.94,294,629,987,135,1,31865.00000001,1142
Dan ,NW,100,11524,22464.44000001,265,418,1092,177,1,37633.00000001,784
Dan ,NW,92,11525,14400.64,336,782,861,66,1,25401.00000001,1345
Dan ,Central,90,11525,15688.26000001,330,739,1135,93,1,27788,1313
Dan ,Central,26,11527,20077.68,243,687,1387,186,1,34971,1154
Dan ,Central,131,11528,19344.57,317,635,1253,127,1,33509.00000001,1101
Dan ,Central,130,11531,20380.84,330,592,1146,120,1,34784,1122
Dan ,NW,98,11533,28694.31,306,358,1304,213,1,47638,618
Dan ,Central,93,11536,15059.15,336,776,790,61,1,26401.00000001,1168
Dan ,NW,107,11536,18372.48,289,623,970,131,1,31431,1127
Dan ,NW,96,11536,30995.93000001,315,385,1464,247,1,51618.00000001,578
Dan ,Central,120,11550,21374.21000001,270,493,1382,192,1,36829.00000001,609
Dan ,Central,8,11552,24863.05,158,417,1506,219,1,42513.00000001,93
Dan ,Central,103,11554,20474.88,206,277,996,184,1,34140,503
Dan ,NW,113,11554,21115.69,269,316,965,121,1,34940,847
Dan ,Central,88,11555,16324.10000001,327,727,884,95,1,28453.00000001,1091
Dan ,Central,60,11555,20692.17,235,332,1124,158,1,35155,115
Dan ,Central,45,11556,19706.89,364,762,1146,111,1,34097.00000001,1348
Dan ,Central,30,11556,22217.02,233,657,1511,228,1,38597.00000001,928
Dan ,Central,49,11557,15919.02,320,647,786,71,1,27195,1361
Dan ,NW,92,11558,14497.73000001,351,801,879,93,1,25622,1415
Dan ,Central,52,11558,17195.24,339,879,886,110,1,30079,1347
Dan ,Central,119,11558,18014.94,236,310,804,109,1,30359,107
Dan ,Central,44,11559,11997.26,431,1193,705,18,1,21876,2410
Dan ,Central,108,11559,14226.03,363,1055,1012,76,1,26153.00000001,1448
Dan ,Central,53,11559,15369.05,358,820,697,52,1,26640,1460
Dan ,Central,42,11559,17071.86000001,310,572,912,76,1,29082,1214
Dan ,Central,114,11559,22709.15,317,602,1555,197,1,39459,747
Dan ,Central,9,11560,13380.42000001,330,1020,697,54,1,23569.00000001,2220
Dan ,Central,40,11560,13674.67,359,895,648,35,1,24074,1555
Dan ,Central,50,11560,14625.05,369,1054,738,66,1,26256,1478
Dan ,Central,111,11560,19312.47,251,329,938,134,1,32681.00000001,117
Dan ,Central,23,11564,23677.86000001,249,680,1377,209,1,40442,1251
Dan ,Central,72,11574,29098.89,352,370,1211,167,1,47991.00000001,816
Dan ,NW,61,11584,29646.64,420,390,1380,213,1,49171.9999999999,980
Dan ,Central,79,11591,28102.9,395,397,1214,149,1,46578.00000001,795
Dan ,Central,112,11591,29269.73,346,443,1584,248,1,49409,518
Dan ,Central,70,11593,21293.02,361,570,982,121,1,35924,1044
Dan ,Central,126,11594,17327.31,369,873,978,129,1,30340,1524
Dan ,NW,100,11595,21530.63,314,399,1028,129,1,35908,947
Dan ,NW,106,11595,22606.2,348,464,1047,126,1,37727,1073
Dan ,Central,67,11595,24331.61000001,378,536,1304,149,1,41137.00000001,1025
Dan ,Central,51,11596,18124.91,400,714,851,70,1,30794,1616
Dan ,NW,102,11597,18767.97,333,589,925,92,1,31683,1381
Dan ,Central,90,11598,15660.22,362,784,1136,88,1,27835,1405
Dan ,NW,92,11600,14885.45,378,828,898,67,1,26264,1513
Dan ,Central,69,11601,19201.72,369,602,1054,98,1,32763,1237
Dan ,Central,80,11602,14966.67,415,974,1010,77,1,26809.00000001,1847
Dan ,Central,133,11602,16998.54,311,502,829,85,1,28789.00000001,993
Dan ,NW,109,11603,20486.71000001,277,286,947,134,1,33991,680
Dan ,NW,107,11608,15867.17000001,418,974,695,28,1,27440,2069
Dan ,Central,66,11610,12998.8,435,1055,682,29,1,23344,1932
Dan ,Central,74,11611,18131.9,303,347,776,102,1,30112,839
Dan ,Central,93,11617,14720.11,364,806,737,61,1,25755,1360
Dan ,NW,96,11618,31292.81,396,380,1420,202,1,51913,724
Dan ,Central,103,11619,20971.04,270,279,957,138,1,34763,639
Dan ,NW,98,11626,28367.37,336,297,1129,157,1,46517.00000001,767
Dan ,Central,108,11633,14447.30000001,390,936,900,60,1,25668,1843
Dan ,Central,120,11635,21392.19,290,501,1302,201,1,36744,636
Dan ,NW,113,11636,21023.54,278,335,905,123,1,34677.00000001,955
Dan ,Central,72,11638,26095.71000001,204,498,1382,209,1,43843,936
Dan ,Central,52,11639,17125.39,283,821,771,102,1,29213.00000001,1790
Dan ,Central,53,11649,16046.37000001,284,841,684,91,1,27512,1698
Dan ,Central,40,11650,13995.63,295,899,636,79,1,24413.00000001,1723
Dan ,Central,44,11651,12364.84,364,1189,683,67,1,22154,2704
Dan ,Central,42,11651,17534.9,235,617,806,111,1,29566,1396
Dan ,Central,60,11652,20193.61,147,337,991,161,1,34064,146
Dan ,Central,130,11653,20278.01,238,621,1062,151,1,34391,1273
Dan ,Central,114,11653,23033.09000001,190,520,1433,224,1,39511,610
Dan ,Central,131,11654,20201.27,234,664,1234,175,1,34757.00000001,1221
Dan ,Central,30,11654,20315.65,250,717,1380,197,1,35400,1193
Dan ,Central,45,11655,17959.31,297,889,949,122,1,30986,1867
Dan ,Central,50,11656,15584.06,323,974,674,79,1,27042,1905
Dan ,Central,27,11658,17082.85000001,287,876,823,107,1,29572,1568
Dan ,Central,23,11666,25197.2,234,624,1402,220,1,42768,1109
Dan ,Central,5,11670,29404.07,176,463,1737,300,1,49910,414
Dan ,NW,102,11682,19251.31,222,561,901,102,1,32143,1474
Dan ,Central,108,11689,16478.36,404,1052,1065,98,1,29408,1937
Dan ,NW,100,11690,22414.30000001,190,374,1038,145,1,37059,1025
Dan ,NW,106,11691,23211.44,207,412,1055,141,1,38405.00000001,1076
Dan ,Central,103,11706,20610.75,132,229,922,141,1,33869.00000001,648
Dan ,NW,109,11707,21416.56,150,251,979,146,1,35237.00000001,731
Dan ,NW,96,11708,30430.21,201,320,1315,163,1,50012,723
Dan ,NW,107,11713,19550.23000001,273,715,848,98,1,32875,1648
Dan ,NW,98,11719,28969.59000001,205,301,1223,179,1,47504,793
Dan ,Central,26,11738,21359.26,243,682,1460,196,1,37131,1074
Dan ,Central,94,11780,11367.91,418,1374,2038,50,1,24375,1643
Dan ,Central,94,11780,11575.97000001,416,1370,1960,46,1,24241.00000001,2049
Dan ,Central,114,11786,12731.75000001,363,1195,2439,114,1,26765.00000001,1513
Dan ,Central,88,11787,17267.17,247,709,910,122,1,30232,576
Dan ,Central,119,11787,21425.06,198,545,2062,249,1,38213.00000001,651
Dan ,Central,120,11788,21254.33,198,554,1370,217,1,36803,545
Dan ,Central,112,11788,27131.14000001,196,491,1643,239,1,46138.00000001,614
Dan ,Central,90,11789,16081.52,281,832,1159,127,1,28508,1562
Dan ,Central,111,11789,20027.97,158,368,955,141,1,33792,196
Dan ,Central,93,11790,16340.79,274,790,823,89,1,28305.00000001,1357
Dan ,Central,103,11791,22356.15,199,556,1549,228,1,38729.00000001,690
Dan ,NW,96,11791,29937.12,229,357,1319,194,1,49345,820
Dan ,NW,113,11792,23060.35000001,205,567,1542,230,1,39825.00000001,714
Dan ,NW,106,11793,20525.66,264,628,1084,133,1,34875,1228
Dan ,NW,102,11793,24318.12000001,226,431,1107,138,1,40246,1116
Dan ,Central,108,11796,19898.91,281,659,3395,132,1,37584,1932
Dan ,NW,109,11797,21138.64,165,286,986,148,1,34918,758
Dan ,NW,100,11798,16347.81000001,294,839,1249,110,1,29159,1478
Dan ,Central,110,11803,12736.59,346,1116,800,54,1,23191,2033
Dan ,NW,107,11809,13230.45000001,354,1124,613,39,1,23563,2138
Dan ,NW,92,11829,23329.28,238,656,1293,193,1,39779,1093
Dan ,Central,93,11854,25008.39,255,781,812,63,1,41287,1779
Dan ,Central,119,11855,17852.39000001,177,418,937,127,1,30197.00000001,679
Dan ,Central,90,11860,18746.46,228,580,1134,143,1,32085.00000001,1184
Dan ,Central,114,11862,22713.00000001,205,563,1599,233,1,39419,662
Dan ,Central,110,11863,12845.57000001,349,1138,629,44,1,23068,2097
Dan ,Central,30,11863,20320.26000001,236,673,1357,200,1,35371,999
Dan ,Central,120,11863,22654.64,207,579,1575,243,1,39315,700
Dan ,Central,88,11864,20506.38,235,644,1231,177,1,35413.00000001,888
Dan ,Central,108,11864,23848.75,232,448,1111,150,1,39575,1141
Dan ,Central,27,11865,17030.39000001,288,869,836,97,1,29550,1482
Dan ,Central,28,11866,24546.86000001,177,453,1269,198,1,41625.00000001,209
Dan ,Central,23,11869,24217.17000001,241,646,1383,209,1,41279,1115
Dan ,Central,94,11873,11332.72,410,1316,504,10,1,20931,2271
Dan ,Central,9,11882,13654.86,321,978,727,56,1,23929.00000001,2203
Dan ,NW,96,11886,28321.75000001,220,369,1271,203,1,46846,759
Dan ,NW,106,11887,23370.94000001,239,473,1156,166,1,38997.00000001,1158
Dan ,NW,100,11887,24055.95,251,451,1100,156,1,39853.00000001,1213
Dan ,NW,102,11888,18732.63,249,619,948,124,1,31568,1568
Dan ,Central,111,11890,19679,160,369,995,152,1,33363,162
Dan ,Central,112,11890,29938.8,198,458,1640,283,1,50394.00000001,632
Dan ,Central,103,11892,20743.79,161,275,998,164,1,34324,735
Dan ,NW,109,11892,21369.71,165,282,991,169,1,35260,797
Dan ,NW,113,11893,21386.71000001,196,386,1008,141,1,35429.00000001,1063
Dan ,NW,107,11900,16239.4,356,1068,722,67,1,28040,2437
Dan ,Central,29,11901,15953.36,462,1351,836,72,1,28764,2388
Dan ,Central,20,11902,29060.43,174,457,1710,298,1,49333.00000001,384
Dan ,Central,130,11908,21863.65,249,648,1241,184,1,37305.00000001,1227
Dan ,NW,92,11916,14971.43000001,282,841,924,112,1,26310,1675
Dan ,NW,98,11923,29638.60000001,221,333,1244,191,1,48750,714
Dan ,Central,119,11938,19101.5,157,328,844,125,2,31788,531
Dan ,Central,94,11953,14979.72,324,987,635,59,1,25963,2040
Dan ,Central,30,11953,21335.74,225,640,1441,205,1,36876,1146
Dan ,Central,93,11959,15597.69,273,803,843,95,1,26961.00000001,1728
Dan ,Central,88,11960,26462.22,538,686,1208,75,1,43875,2248
Dan ,Central,108,11961,15069.43000001,342,1036,1002,93,1,27232,1643
Dan ,Central,120,11962,19894.13,307,442,800,94,1,32772,1349
Dan ,Central,80,11964,16290.35,317,974,1091,113,1,28738,2114
Dan ,Central,68,11964,19209.78000001,264,754,1174,131,1,32969.00000001,1770
Dan ,Central,110,11964,22635.44,402,530,1155,76,1,37318,2218
Dan ,Central,70,11964,23144.92000001,239,604,1097,157,1,38769.00000001,1361
Dan ,Central,67,11965,16362.82000001,309,961,1083,115,1,28795,2110
Dan ,Central,72,11966,27103.2,220,545,1495,220,1,45611,1136
Dan ,Central,90,11967,15825.43000001,273,769,1120,122,1,27744,1703
Dan ,Central,69,11967,19773.02,246,653,1135,125,1,33609.00000001,1559
Dan ,Central,79,11968,25818.96,268,584,1079,149,1,42928,1223
Dan ,Central,15,11969,29060.33,195,534,4053,342,1,53587.9999999999,618
Dan ,Central,74,11970,15521.77,311,987,775,81,1,26984,2134
Dan ,Central,74,11972,18893,179,400,874,125,1,31353.00000001,1066
Dan ,Central,23,11973,24126.96,246,676,1446,203,1,41048,1508
Dan ,Central,131,11974,19440.06,236,676,1249,146,1,33375,1555
Dan ,Central,9,11975,14146.53000001,322,996,765,69,1,24496,2640
Dan ,Central,133,11975,17020.50000001,207,525,832,114,1,28541.00000001,1376
Dan ,Central,28,11975,20119.36,242,708,1371,183,1,34835,1465
Dan ,NW,102,11976,16676.56,284,797,870,94,1,28307,2213
Dan ,NW,106,11977,23633.31,227,460,1068,132,1,38970,1428
Dan ,Central,112,11977,26713.47,214,554,1450,229,1,45023,1048
Dan ,Central,8,11979,23914.61000001,147,371,1176,168,1,40265.00000001,112
Dan ,NW,109,11980,21416.52,162,268,932,147,1,35011,1007
Dan ,Central,27,11981,17444.63,280,862,878,110,1,30018,1791
Dan ,NW,100,11981,22493.11,202,389,1016,145,1,36908,1415
Dan ,Central,103,11982,21051.1,152,253,927,150,1,34432,947
Dan ,Central,15,11984,28989.21000001,192,520,6058,343,1,56961,651
Dan ,Central,50,11993,12309.36,382,1255,516,22,1,21461,3359
Dan ,Central,43,11994,12663.71,362,1166,480,25,1,21536,3538
Dan ,Central,53,11996,14316.26000001,334,1040,619,58,1,24704,2540
Dan ,Central,42,11996,15643.07,333,1037,634,62,1,26650,2705
Dan ,Central,51,11996,18566.21000001,269,754,903,98,1,31271,2044
Dan ,Central,5,11996,29235.54,169,460,1733,295,1,49577,477
Dan ,Central,60,11997,16536.08,127,296,872,138,1,28041.00000001,160
Dan ,Central,44,11997,18220.55000001,275,823,933,110,1,30875,2223
Dan ,Central,45,11997,19436.64,277,839,1041,136,1,33146,2043
Dan ,Central,114,11998,22786.79,193,531,1432,223,1,38959,886
Dan ,Central,40,12003,14404.35,301,907,685,74,1,24935,2021
Dan ,NW,107,12003,15221.23,351,1073,668,57,1,26025.00000001,2910
Dan ,Central,11,12025,27053.75000001,274,508,1155,147,1,44907,1011
Dan ,Central,80,12026,15938.3,320,970,1068,115,1,28381.00000001,1797
Dan ,Central,70,12026,26620.97,215,528,1502,229,1,45074.00000001,809
Dan ,Central,4,12026,30630.47,189,463,1709,297,1,51762.00000001,415
Dan ,Central,30,12027,22576.96,258,698,1449,217,1,39047,1103
Dan ,NW,96,12027,31590.19,223,352,1408,214,1,52170.00000001,658
Dan ,Central,9,12029,14586.58000001,336,1016,755,70,1,25478,2304
Dan ,NW,98,12029,24342.89,283,628,1227,162,1,41242,983
Dan ,Central,94,12030,11452.2,386,1255,565,35,1,21406,1781
Dan ,Central,15,12030,30640.95000001,197,478,2289,309,1,52809,492
Dan ,Central,90,12032,15293.29,324,908,1351,153,1,28117.00000001,1287
Dan ,Central,93,12038,15585.13,272,785,815,99,1,27270,1149
Dan ,Central,131,12039,18858.88,241,687,1233,157,1,32743,1220
Dan ,Central,88,12041,16193.15,280,822,908,116,1,28523,1121
Dan ,Central,110,12042,13389.64,351,1118,687,54,1,24260,1694
Dan ,Central,69,12046,19265.88,245,644,1093,130,1,32904,1322
Dan ,Central,111,12046,20257.84,145,306,926,143,1,33964,115
Dan ,Central,79,12047,28226.02000001,272,552,1382,183,1,47218.00000001,1087
Dan ,Central,119,12049,18096.63,160,332,834,126,1,30269.00000001,483
Dan ,Central,74,12049,18954.32,182,391,876,129,1,31581.00000001,863
Dan ,Central,70,12049,21723.12,239,606,1052,149,1,36648,1153
Dan ,Central,68,12050,18376.84,248,638,850,112,1,30976,1452
Dan ,Central,120,12050,21139.08,202,549,1376,218,1,36525.00000001,681
Dan ,Central,72,12050,27375.29000001,215,517,1533,226,1,46158,945
Dan ,Central,52,12057,17101.05,296,859,779,92,1,29223,1900
Dan ,Central,67,12060,16584.36,287,885,1116,134,1,29320,1635
Dan ,Central,126,12063,16393.6,326,1018,913,115,1,28992,1747
Dan ,Central,133,12064,17047.28,208,516,805,111,1,28716,1093
Dan ,NW,100,12064,23343.02,220,419,1059,146,1,38670,1051
Dan ,NW,61,12065,27526.79,276,523,1067,132,1,45324,1269
Dan ,NW,92,12067,15124.66000001,282,826,911,103,1,26587,1520
Dan ,Central,130,12081,22725.42000001,252,605,1117,155,1,38298,1188
Dan ,Central,103,12082,22027.67000001,160,281,839,137,1,35973.00000001,797
Dan ,Central,40,12083,16687.18,281,811,766,100,1,28717.00000001,1490
Dan ,Central,51,12085,18486.75,225,617,864,121,1,31392,1051
Dan ,Central,60,12085,18952.41,195,495,894,140,1,32132,596
Dan ,Central,53,12086,17121.13,273,774,776,95,1,29183,1628
Dan ,Central,42,12086,18590.01,250,650,855,116,1,31354,1452
Dan ,NW,106,12088,26091.12,219,488,1048,140,1,42946,1243
Dan ,NW,107,12093,20562.17,152,323,946,154,1,34523,130
Dan ,NW,109,12095,15995.42,281,809,913,112,1,27838,1592
Dan ,Central,112,12096,24105.70000001,178,339,1174,197,1,40062,724
Dan ,NW,102,12100,19916.64,261,647,943,118,1,33405.00000001,1662
Dan ,Central,121,12103,15167.32,328,998,982,79,1,27021.00000001,1902
Dan ,Central,116,12105,16225.35,271,788,1178,137,1,28711,1458
Dan ,Central,114,12107,23083.05000001,201,544,1503,240,1,39763,667
Dan ,Central,29,12112,14154.14,382,1161,686,58,1,25281.00000001,2119
Dan ,NW,98,12117,30253.63,227,347,1280,181,1,49697,855
Dan ,Central,50,12124,15132,352,1101,1321,70,1,27684,2170
Dan ,Central,94,12126,11866.99,374,1221,542,35,1,21663,2095
Dan ,Central,93,12130,15465.75000001,278,827,758,87,1,26803,1555
Dan ,Central,68,12130,17945.05,280,808,1167,107,1,31204,1707
Dan ,Central,88,12131,17784.01,290,868,911,119,1,30825.00000001,1533
Dan ,Central,110,12132,14199.85,338,1027,680,68,1,25021.00000001,1979
Dan ,Central,80,12133,18258.22,224,586,986,127,1,31091,1156
Dan ,Central,72,12133,23515.48000001,215,546,1281,171,1,39702,1070
Dan ,Central,108,12134,14912.42000001,324,988,956,82,1,26577.00000001,1867
Dan ,NW,113,12134,14986.86,318,971,955,81,1,26629.00000001,1874
Dan ,Central,43,12134,23884.89000001,242,611,1189,168,1,40345.00000001,1038
Dan ,NW,100,12138,22819.72,221,427,1084,150,1,37923,1066
Dan ,Central,8,12144,24277.05000001,166,382,1157,183,1,40808,172
Dan ,Central,9,12145,14284.54,345,1054,729,64,1,25018,2388
Dan ,Central,52,12146,13466.57,357,1123,803,45,1,24111,2351
Dan ,Central,27,12147,17704.36,305,881,829,104,1,30515,1643
Dan ,Central,30,12148,21787.83,238,639,1428,220,1,37739,920
Dan ,Central,15,12149,24562.55000001,251,656,1389,212,1,41808,1190
Dan ,Central,28,12150,20085.59000001,246,674,1299,182,1,34800,1139
Dan ,Central,23,12150,23075.15,244,647,1309,195,1,39316,1201
Dan ,Central,103,12154,21169.47,163,280,982,159,1,34971,727
Dan ,NW,122,12162,29399.75,223,319,1227,179,1,48227,816
Dan ,Central,45,12165,25243.47,237,630,1690,221,1,43400,1069
Dan ,NW,106,12166,24967.97,242,473,1147,162,1,41430,1179
Dan ,Central,42,12170,17718.64,237,604,829,103,1,29895,1332
Dan ,NW,109,12178,21183.46000001,169,296,961,146,1,34932,815
Dan ,Central,74,12180,19592.85000001,165,350,920,138,1,32657.00000001,673
Dan ,Central,60,12180,20247.2,163,372,1208,188,1,34680,132
Dan ,Central,51,12181,18461.11,290,808,994,119,1,31841.00000001,1534
Dan ,Central,69,12181,19709.6,246,652,1108,131,1,33554,1439
Dan ,Central,53,12183,16492.17,304,893,705,73,1,28344,1764
Dan ,Central,67,12183,16909.87,294,897,1221,139,1,30218,1413
Dan ,Central,119,12184,15713.05,234,643,745,96,1,26950,1070
Dan ,Central,131,12184,18794.24,248,704,1249,155,1,32743,1197
Dan ,Central,70,12184,21861.16,243,602,1089,149,1,36974,1078
Dan ,NW,92,12185,15261.95,287,853,902,101,1,26779,1636
Dan ,Central,126,12185,16450.18000001,316,981,913,113,1,29067,1603
Dan ,Central,111,12185,20076.35,152,321,980,137,1,33847,85
Dan ,Central,79,12185,27462.11,211,520,1191,164,1,45648,936
Dan ,Central,112,12186,20499.78000001,153,323,990,150,1,34540,79
Dan ,Central,108,12187,20748.12,191,368,1007,147,1,34552,843
Dan ,NW,107,12188,13754.18000001,322,1003,638,55,1,24236,1881
Dan ,NW,96,12188,31655.82000001,218,332,1344,203,1,52023.00000001,744
Dan ,Central,52,12189,16858.41,315,911,833,86,1,29266,1687
Dan ,Central,120,12189,21502.21000001,203,560,1441,224,1,37291,610
Dan ,Central,43,12190,22341.59000001,254,653,1252,172,1,38292,929
