Field ,Area,Identification number,Days,Na,K,Mg,Ca,Sr,Ba,Cl,SO4
Dan ,Central,72,5600,30038.53,790,382,1590,246,1,50800,560
Dan ,Central,45,5600,30539.95,870,427,1800,262,1,52200,510
Dan ,Central,40,5612,16183.66,910,716,849,104,1,28600,1200
Dan ,Central,40,5612,16183.66,910,716,849,104,1,28600,1200
Dan ,Central,47,5618,18257.79,900,544,850,124,1,31500,940
Dan ,Central,132,5624,24232.09000001,1190,463,1570,219,1,42300,670
Dan ,Central,133,5627,20059.47,580,243,998,150,1,33800,390
Dan ,Central,79,5627,24019.63,850,487,2760,174,1,43500,1080
Dan ,Central,68,5627,27768.09000001,970,530,2490,264,1,49500,560
Dan ,Central,49,5628,18331.99,860,500,917,122,1,31500,1030
Dan ,Central,45,5628,23151.9,870,489,1374,173,1,39900,850
Dan ,Central,79,5628,23916.76,830,480,2240,169,1,42400,1050
Dan ,Central,44,5628,26417.91000001,830,428,1710,211,1,45500,650
Dan ,Central,51,5629,27144.17,750,368,1460,215,1,46000,560
Dan ,Central,51,5631,27769.04,710,348,1386,213,1,46700,610
Dan ,Central,48,5632,26257.92,910,502,1730,275,2,45800,420
Dan ,Central,80,5633,24989.27000001,920,574,2030,271,1,44500,540
Dan ,Central,46,5633,24989.31,700,414,1272,211,3,42700,192
Dan ,Central,50,5636,18319.69,870,653,888,112,1,31500,1540
Dan ,Central,53,5636,18464.08,790,565,871,117,1,31500,1360
Dan ,Central,69,5637,25175.42,830,440,1317,198,1,42800,800
Dan ,Central,43,5638,27529.66,850,492,1401,220,1,46800,760
Dan ,Central,43,5639,26901.05000001,860,496,1397,212,1,45800,810
Dan ,Central,43,5639,26901.05000001,860,496,1397,212,1,45800,810
Dan ,Central,72,5639,28434.99,790,456,1490,226,1,48200,760
Dan ,Central,40,5640,16087.26,910,795,858,97,1,28500,1460
Dan ,Central,52,5641,18958.42000001,880,609,986,127,1,32700,1340
Dan ,Central,69,5643,26252.66,840,385,1480,217,1,44800,550
Dan ,Central,130,5644,25434.64,1120,446,2130,218,1,45100,580
Dan ,Central,86,5645,16817.67000001,1120,843,1085,114,1,30300,1560
Dan ,Central,42,5645,18192.87000001,1000,706,1085,125,1,32100,1320
Dan ,Central,79,5646,23597.42000001,860,474,1610,172,1,40900,920
Dan ,Central,63,5647,22416.81,222,502,1046,136,1,37356,1183
Dan ,NW,39,5647,24543.74,178,414,1510,231,1,41897.00000001,295
Dan ,Central,80,5647,25353.37000001,1000,711,1095,126,1,43200,1300
Dan ,Central,47,5648,17207.81,347,627,782,98,1,29106,1441
Dan ,Central,128,5648,24498.25,516,421,1197,206,1,41471,443
Dan ,Central,84,5649,23541.63,159,283,1054,172,1,38936,510
Dan ,Central,84,5649,25814.67,218,395,1439,215,1,43567,476
Dan ,Central,56,5650,20485.51000001,135,295,1256,157,1,34696,350
Dan ,Central,64,5651,20092.01,177,368,1179,148,1,34039,563
Dan ,Central,56,5651,20197.34,159,289,1254,151,1,34256,338
Dan ,Central,70,5652,22233.66,253,516,1043,146,1,37180,1136
Dan ,Central,79,5652,24347.15,212,407,1601,155,1,41302,838
Dan ,Central,43,5652,25849.41,252,476,1336,215,1,43484,776
Dan ,Central,50,5653,18216,247,562,832,90,1,30407,1517
Dan ,Central,69,5653,22126.52,258,528,1024,139,1,36992,1167
Dan ,Central,40,5655,15370.44,336,781,851,70,1,26754,1516
Dan ,Central,53,5655,18649.4,233,507,931,103,1,31254,1293
Dan ,Central,27,5655,24519.92,197,432,1748,259,1,42372,298
Dan ,Central,7,5655,24619.87000001,187,435,1761,270,1,42583,264
Dan ,Central,80,5656,24586.79,285,522,1987,266,1,43131,455
Dan ,Central,11,5656,25737.29,192,424,1707,255,1,44145.00000001,301
Dan ,Central,131,5657,25858.76000001,224,464,1770,262,1,44450.00000001,498
Dan ,Central,17,5657,27760.31000001,201,404,1400,278,1,46608,415
Dan ,Central,28,5657,27902.32,204,425,1760,272,1,47529,408
Dan ,Central,4,5658,27770.25,212,420,1742,267,1,47293.00000001,393
Dan ,Central,45,5658,29043.95,191,382,1746,258,1,49062,483
Dan ,Central,79,5659,25077.2,234,416,1606,182,1,42514,827
Dan ,Central,72,5659,28452.88,185,365,1540,210,1,47580,633
Dan ,Central,49,5662,17606.65,326,507,1027,105,1,30028,1121
Dan ,Central,42,5662,21817.79,169,244,1021,149,1,36049.00000001,570
Dan ,Central,132,5662,23054.71000001,332,462,1489,208,1,39438,816
Dan ,Central,30,5662,27513.98,210,424,1744,259,1,46931,357
Dan ,Central,30,5662,27845.76,213,422,1726,258,1,47411,352
Dan ,Central,133,5663,19824.09,151,234,1000,150,1,33017.00000001,398
Dan ,Central,130,5663,25477.84,318,391,2033,200,1,44132,522
Dan ,Central,52,5664,19144.14,251,504,949,118,1,32070,1292
Dan ,Central,42,5664,20669.55,192,320,1008,142,1,34386,712
Dan ,Central,86,5674,16540.31,407,718,987,89,1,28567,1691
Dan ,Central,35,5675,19717.47,363,408,1617,156,1,34606,459
Dan ,Central,79,5675,22742.89000001,226,445,1658,145,1,38967,940
Dan ,Central,84,5676,22300.58,168,282,1176,171,1,37272,468
Dan ,Central,47,5677,15875.43000001,458,617,893,91,1,27378,1352
Dan ,Central,45,5678,30622.1,214,377,1320,269,1,50747,499
Dan ,Central,59,5679,25698.95,254,384,1280,243,1,43162,433
Dan ,Central,9,5679,29305.13,181,409,1710,265,1,49573.00000001,353
Dan ,Central,11,5682,27174.65,199,406,1402,284,1,45786.00000001,321
Dan ,Central,79,5686,24772.28,226,392,1210,175,1,41234,861
Dan ,Central,131,5686,27094.55000001,219,446,1330,277,1,45543,485
Dan ,Central,51,5686,27714.96,179,318,1044,225,1,45464,590
Dan ,Central,52,5690,19642.03,271,493,777,124,1,32445.00000001,1400
Dan ,Central,6,5693,27233.31,204,401,1353,281,1,45869.00000001,197
Dan ,Central,7,5694,26381.62,206,409,1378,288,1,44634.00000001,191
Dan ,Central,133,5697,20573.56,231,370,982,176,1,34415,693
Dan ,Central,40,5704,16443.81,372,625,781,103,1,27997.00000001,1372
Dan ,Central,40,5718,16633.22,305,587,775,97,1,28215,1219
Dan ,Central,50,5718,18611.76,278,547,830,115,1,31087,1425
Dan ,Central,53,5718,19304.02000001,264,488,852,125,1,32172,1216
Dan ,Central,43,5718,27868.46000001,245,444,1223,236,1,46384,686
Dan ,Central,70,5719,25514.50000001,225,407,1061,198,1,42201.00000001,829
Dan ,Central,69,5719,26151.4,266,362,1254,233,1,43707,495
Dan ,Central,133,5720,18023.82,147,227,861,149,1,30025.00000001,320
Dan ,Central,69,5720,27082.08,245,374,1295,244,1,45218.00000001,526
Dan ,Central,79,5722,24998.86000001,228,374,1099,147,1,41347,816
Dan ,Central,51,5722,27069.41,188,313,1089,181,1,44537.00000001,547
Dan ,Central,68,5722,27777.21000001,306,438,2334,122,3,48329,454
Dan ,Central,42,5723,21371.92,215,276,839,132,1,35118,627
Dan ,Central,47,5724,17012.65,362,703,784,104,1,29023,1476
Dan ,Central,49,5724,22020.32,268,389,959,132,1,36544,851
Dan ,Central,130,5724,26885.6,337,366,1486,155,1,45270,487
Dan ,Central,56,5725,20617.34,157,286,1068,168,1,34587,326
Dan ,Central,59,5725,26013.77,245,391,1381,247,1,43860,409
Dan ,Central,84,5726,22673.52,217,288,1025,180,1,37646,473
Dan ,Central,84,5726,23115.81,184,296,1040,190,1,38350,482
Dan ,Central,64,5726,25713.27000001,909,745,3598,187,1,48797.00000001,564
Dan ,Central,44,5727,24098.22,493,389,1156,194,1,40608,509
Dan ,Central,128,5727,25705.82,743,443,1107,223,1,43367,569
Dan ,Central,48,5727,27301.54000001,209,447,1436,315,3,46242.00000001,261
Dan ,Central,131,5728,27452.73000001,221,465,1474,281,1,46421.00000001,472
Dan ,Central,80,5729,26241.66,263,503,1624,277,1,44970.00000001,463
Dan ,Central,46,5730,25896.87,209,417,1123,205,1,43368,225
Dan ,Central,76,5730,26404.74000001,273,435,1195,214,1,44274.00000001,392
Dan ,Central,52,5731,19827.41000001,343,484,823,114,1,33036,1140
Dan ,NW,39,5732,20987.97,206,440,1081,172,1,35583,457
Dan ,Central,45,5732,30927.01,225,383,1307,223,1,51193,488
Dan ,Central,72,5739,30990.37,185,364,1229,220,1,51011,552
Dan ,Central,9,5740,24417.99,175,341,939,196,1,40662,5
Dan ,Central,80,5740,25747.16,312,495,1398,232,1,43798,454
Dan ,Central,131,5740,27507.39000001,279,454,1283,225,3,46144,472
Dan ,Central,132,5741,24274.50000001,394,468,1088,180,1,40679,793
Dan ,Central,43,5741,28144.42000001,270,436,1158,193,1,46686,650
Dan ,Central,133,5742,20901.1,189,256,818,140,1,34456,387
Dan ,Central,79,5742,25501.21000001,246,380,1026,159,1,42019,840
Dan ,Central,68,5742,28242.75000001,304,454,1458,212,1,47603,468
Dan ,Central,52,5744,20348.6,338,501,811,115,1,33715,1343
Dan ,Central,70,5744,23477.45,296,481,855,141,1,38679,1164
Dan ,Central,69,5744,27164.77,285,368,1123,205,1,45001.00000001,563
Dan ,Central,51,5744,27974.61000001,208,330,1058,195,1,45940,572
Dan ,Central,49,5745,18360.14,339,478,766,102,1,30638,1142
Dan ,Central,42,5745,21511.5,251,304,823,127,1,35372,686
Dan ,Central,11,5745,23712.04000001,140,369,1103,222,1,39936,2
Dan ,Central,130,5745,26556.10000001,311,417,1601,204,2,45123,498
Dan ,Central,47,5746,16675.24,379,329,767,92,1,27357.00000001,1514
Dan ,Central,86,5746,18129.49,396,668,967,107,1,30945.00000001,1553
Dan ,Central,80,5747,25449.45,275,516,1599,252,4,43764,422
Dan ,Central,40,5751,15643.18,447,641,670,66,1,26490,1588
Dan ,Central,43,5751,28791.43,229,436,1216,227,3,47788,638
Dan ,Central,53,5752,17757.81,275,549,754,86,1,29543,1521
Dan ,Central,50,5752,19045.68,277,530,783,100,1,31650,1372
Dan ,Central,9,5752,22769.52,144,340,995,203,1,38195,2
Dan ,Central,29,5752,23005.73000001,162,341,997,200,1,38580,2
Dan ,Central,27,5753,22661.64000001,143,340,994,202,1,38025.00000001,2
Dan ,Central,22,5753,22784.93000001,131,335,978,199,1,38159,2
Dan ,Central,132,5753,25602.1,292,453,1162,188,1,42743,774
Dan ,Central,72,5753,29452.93,187,392,1274,232,4,48802.00000001,567
Dan ,Central,45,5753,30878.62,182,375,1290,226,1,51037.00000001,476
Dan ,Central,30,5754,22624.74,158,348,1012,207,1,38041.00000001,2
Dan ,Central,4,5754,22744.21000001,150,345,1010,206,1,38205.00000001,2
Dan ,Central,11,5755,22533.42000001,157,343,995,204,1,37852,2
Dan ,Central,59,5755,25666.16,237,372,1257,205,1,43013.00000001,401
Dan ,Central,64,5756,22146.11,231,304,1070,154,1,36953.00000001,469
Dan ,Central,84,5756,23064.08,165,278,937,161,1,37987,492
Dan ,Central,56,5760,20055.53,138,267,956,146,1,33442,311
Dan ,Central,132,5761,26464.96,205,442,1314,238,1,44478,497
Dan ,Central,69,5765,26915.84,199,349,1124,202,1,44506.00000001,531
Dan ,Central,49,5777,17387.35000001,770,518,1084,78,1,30034,1352
Dan ,Central,132,5778,26245.35,297,440,1171,185,1,43710,782
Dan ,Central,42,5780,21289.99,178,281,797,137,1,34860,684
Dan ,Central,40,5782,11780.77,483,820,454,12,1,19931,2571
Dan ,Central,47,5783,15586.3,357,559,543,82,1,25925.00000001,1512
Dan ,Central,133,5789,20068.76,156,224,777,137,1,32972,388
Dan ,Central,34,5789,23446.47,200,300,971,161,1,38738,486
Dan ,Central,79,5790,22598.23000001,278,423,855,133,1,37262,985
Dan ,Central,11,5790,25232.72,157,413,1518,208,1,42928,303
Dan ,Central,51,5790,27859.76,204,312,1055,188,1,45697.00000001,570
Dan ,Central,67,5791,26682.06,813,430,1712,155,4,45860,647
Dan ,Central,9,5793,25213.23,161,428,1557,219,1,43030,294
Dan ,Central,134,5794,11174.1,466,1225,418,5,1,19778,2997
Dan ,Central,134,5794,11670.1,484,864,346,5,1,19543,2768
Dan ,Central,45,5794,29489.6,253,383,1164,195,1,48616,634
Dan ,Central,10,5797,29125.18,174,425,1645,230,1,49133.00000001,433
Dan ,Central,40,5806,14676.57,342,842,664,72,1,25413.00000001,1684
Dan ,Central,53,5806,18062.88,268,601,852,116,1,30429.00000001,1424
Dan ,Central,50,5807,19836.89,270,582,899,130,1,33262,1351
Dan ,Central,70,5807,24908.8,217,461,1102,202,1,41383,977
Dan ,Central,80,5808,25014.76000001,291,576,1895,262,1,43782,464
Dan ,Central,131,5808,25985.41,244,539,1640,255,1,44610.00000001,548
Dan ,Central,47,5809,15729.76,316,707,812,97,1,26922,1658
Dan ,Central,52,5809,21765.68,252,498,1087,172,1,36549.00000001,1074
Dan ,Central,79,5809,23797.31,241,471,1076,185,1,39689.00000001,936
Dan ,Central,132,5809,24375.96,287,534,1387,239,1,41438,888
Dan ,Central,69,5810,26007.67000001,217,370,1336,247,1,43599,524
Dan ,Central,51,5810,27597.08,181,361,1327,251,1,45925.00000001,599
Dan ,Central,44,5812,19802.39000001,164,414,1393,140,1,34084,567
Dan ,NW,39,5812,21107.53,181,495,1401,193,1,36441.00000001,522
Dan ,Central,40,5813,15018.93000001,298,782,721,63,1,25887,1593
Dan ,Central,45,5813,30229.59000001,192,428,1797,255,1,51075.9999999999,536
Dan ,Central,128,5814,25471.73000001,523,436,1321,217,1,43267,423
Dan ,Central,48,5815,26199.86,178,484,1715,307,1,45137.00000001,221
Dan ,Central,31,5817,19207.15,153,359,882,163,1,32121.00000001,550
Dan ,Central,46,5819,25029.76,176,434,1238,251,1,42248,282
Dan ,Central,133,5820,21261.2,189,379,1016,185,1,35597.00000001,605
Dan ,Central,67,5820,26105.81000001,456,534,1926,307,1,45522.00000001,549
Dan ,Central,42,5821,21632.44,189,332,1055,162,1,36089.00000001,597
Dan ,Central,84,5821,23164.24,173,308,1167,185,1,38661.00000001,495
Dan ,Central,59,5821,25483.1,213,428,1515,263,1,43325.00000001,470
Dan ,Central,34,5822,23453.34,178,358,1353,203,1,39604,492
Dan ,Central,43,5822,27171.99000001,233,497,1473,228,1,45878,701
Dan ,Central,9,5823,26902.99,178,434,1604,283,1,45750,370
Dan ,Central,130,5825,26791.52,259,429,1920,226,1,46052,503
Dan ,Central,10,5828,26204.88,184,441,1622,281,1,44739,356
Dan ,Central,67,5828,26799.97,414,533,2247,283,1,47113.00000001,533
Dan ,Central,11,5829,26115.02000001,183,439,1606,281,1,44563,359
Dan ,Central,37,5833,11341.81000001,427,1181,431,5,1,19928,2948
Dan ,Central,37,5833,11509.37,421,1174,428,5,1,20148,2958
Dan ,Central,134,5834,11429.41000001,424,1181,431,5,1,20059,2950
Dan ,Central,134,5834,11516.46000001,428,1180,430,5,1,20196,2945
Dan ,Central,49,5834,18062.08,259,586,2544,104,1,33563,1152
Dan ,Central,133,5835,20864.42000001,155,256,944,173,1,34602,409
Dan ,Central,42,5836,21964.38,182,295,994,169,1,36369.00000001,618
Dan ,Central,62,5837,11347.61,429,1179,432,5,1,19931,2953
Dan ,Central,62,5837,11561.63000001,428,1188,436,5,1,20262,2996
Dan ,Central,130,5837,26920.55,272,426,1809,248,1,46077.00000001,501
Dan ,Central,69,5837,27116.77,228,387,1403,250,1,45482.00000001,537
Dan ,Central,31,5838,19401.63,166,375,903,157,1,32518,542
Dan ,Central,34,5841,22967.59000001,167,342,1269,194,1,38657.00000001,471
Dan ,Central,132,5842,24126.52,250,516,1408,215,1,41017.00000001,844
Dan ,Central,76,5842,26313.71,220,495,1786,274,1,45309.00000001,455
Dan ,Central,45,5842,30193.92,184,413,1689,267,1,50812,504
Dan ,Central,40,5843,15050.59,281,758,747,75,1,26014,1447
Dan ,Central,68,5843,28624.04000001,230,521,2317,269,1,49888,466
Dan ,Central,72,5843,29332.32,175,388,1605,259,1,49242.00000001,509
Dan ,Central,131,5844,25962.84,205,536,1764,270,1,44770.00000001,538
Dan ,Central,43,5849,24841.93,255,669,1670,206,1,42809.00000001,1142
Dan ,Central,43,5849,25321.62,249,634,3778,197,1,47308,951
Dan ,Central,50,5853,22619.43000001,236,592,1833,173,1,39430,1099
Dan ,Central,43,5853,25450.46,232,556,2354,212,1,44832,846
Dan ,Central,9,5856,26798.66000001,182,433,1625,278,1,45628,363
Dan ,Central,47,5857,15595.49000001,322,788,806,85,1,26762,1894
Dan ,Central,77,5857,20511.53,238,551,968,132,1,34317.00000001,1338
Dan ,Central,30,5857,26547.86,178,429,1604,277,1,45192,357
Dan ,Central,29,5857,26764.49,177,433,1620,277,1,45564,359
Dan ,Central,130,5857,27187.43,243,420,1811,241,1,46434.00000001,513
Dan ,Central,28,5858,26582.35,182,430,1604,273,1,45253.00000001,351
Dan ,Central,11,5859,26611.64,182,433,1611,274,1,45315,358
Dan ,Central,4,5860,26831.34000001,178,433,1611,270,1,45645.00000001,361
Dan ,Central,68,5861,28219.71000001,248,520,2351,267,1,49299,516
Dan ,Central,84,5862,23982.85,189,304,1174,187,1,39917.00000001,528
Dan ,Central,42,5865,20370.25,190,334,929,140,1,33812,725
Dan ,Central,80,5866,25217.11000001,245,556,2020,288,1,44266.00000001,424
Dan ,Central,67,5866,27829.78,271,526,2119,301,1,48362.00000001,503
Dan ,Central,49,5867,18817.12,243,474,972,119,1,31750,970
Dan ,Central,40,5868,14727.21,351,816,708,66,1,25438,1763
Dan ,Central,67,5868,27901.18,281,512,1961,282,1,48146.00000001,502
Dan ,Central,40,5869,14599.75000001,338,815,700,66,1,25219,1754
Dan ,Central,40,5869,14638.47000001,343,825,702,65,1,25299,1776
Dan ,Central,40,5869,14690.19,344,820,700,64,1,25363,1773
Dan ,Central,51,5869,28013.6,195,355,1308,218,1,46536,554
Dan ,Central,9,5870,26005.83,194,417,1481,252,1,44122.00000001,323
Dan ,Central,40,5871,14679.72,322,799,685,55,1,25327,1644
Dan ,Central,53,5871,14859.49000001,318,798,713,62,1,25594,1724
Dan ,Central,11,5871,26622.96,216,419,1531,252,1,45166,354
Dan ,Central,10,5872,26580.53000001,206,418,1506,252,1,45042.00000001,357
Dan ,Central,43,5872,27348.12,257,497,1476,225,1,46145.00000001,741
Dan ,Central,133,5875,20703.65,158,250,927,146,1,34310,378
Dan ,Central,70,5875,23056.73000001,250,532,1018,142,1,38475,1098
Dan ,Central,76,5875,24247.52,222,400,1379,226,1,41092,445
Dan ,Central,133,5875,26829.5,267,428,1690,221,1,45683,531
Dan ,Central,40,5876,13356.50000001,369,926,618,31,1,23252,2061
Dan ,Central,52,5876,20553.42,263,532,961,106,1,34399,1225
Dan ,Central,132,5878,21502.50000001,314,660,1231,168,1,36803,1238
Dan ,Central,45,5879,29563.59,218,438,1600,259,1,49728,573
Dan ,Central,50,5880,12883.44,398,1100,557,9,1,22473.00000001,2680
Dan ,Central,131,5880,25334.8,219,528,1621,248,1,43465.00000001,611
Dan ,Central,68,5880,29756.94000001,197,398,1553,256,1,49843.9999999999,520
Dan ,Central,72,5880,30257.14,184,395,1548,266,1,50591.00000001,525
Dan ,Central,67,5882,26610.76000001,266,572,2050,278,1,46400,597
Dan ,Central,43,5883,22897.33,275,658,1248,176,1,39031,1130
Dan ,Central,69,5884,27266.67,227,403,1466,241,1,45879,516
Dan ,Central,49,5885,18578.07000001,242,518,970,118,1,31474,1011
Dan ,Central,47,5886,15152.64,334,812,878,62,1,26329.00000001,1812
Dan ,Central,86,5886,19061.98,338,716,1269,123,1,33191,1321
Dan ,Central,84,5886,23756.48,182,314,1175,179,1,39602,506
Dan ,Central,57,5892,21816.36,137,319,1182,168,1,36822,185
Dan ,Central,66,5895,24422.01000001,309,592,2671,237,1,44369.00000001,349
Dan ,Central,46,5895,25425.31,222,477,1660,232,1,43834,179
Dan ,Central,40,5896,14317.28,344,883,734,35,1,24986,1803
Dan ,Central,53,5896,17549.61,267,656,942,90,1,29906,1463
Dan ,Central,69,5896,26892.32,231,406,1477,229,1,45313.00000001,530
Dan ,Central,51,5897,17826.88,292,748,958,90,1,30750,1333
Dan ,Central,66,5897,23573.44,274,531,2450,227,1,42486,300
Dan ,Central,76,5897,26479.22,234,497,1823,247,1,45640,437
Dan ,Central,40,5898,14049.63,334,881,678,54,1,24523,1737
Dan ,Central,40,5899,12591.08,368,1009,584,29,1,22189.00000001,2144
Dan ,Central,40,5899,12708.44,365,997,593,28,1,22363,2123
Dan ,Central,40,5899,12738.82000001,365,998,598,32,1,22436,2108
Dan ,Central,40,5899,13711.61,344,910,661,49,1,24004,1814
Dan ,Central,40,5900,12643.8,367,1007,595,29,1,22289.00000001,2136
Dan ,Central,50,5900,13853.67000001,344,932,612,38,1,24024,2041
Dan ,Central,67,5900,19297.22,319,791,1295,132,1,33756,1393
Dan ,NW,39,5901,18937.57000001,193,613,1300,281,1,33192,722
Dan ,Central,80,5901,24991.39000001,252,557,2066,255,1,43989.00000001,414
Dan ,Central,131,5901,25444.12,195,563,1748,442,1,44131,564
Dan ,Central,133,5902,20614.97,141,270,1018,257,1,34462,385
Dan ,Central,9,5902,22271.52,235,429,1553,205,1,38551,281
Dan ,Central,42,5903,20958.79,195,340,996,133,1,34905.00000001,658
Dan ,Central,43,5904,27003.21,235,504,1506,210,1,45691,691
Dan ,Central,70,5905,20418.33,286,680,997,116,1,34624,1349
Dan ,Central,79,5906,22345.45,262,497,1160,149,1,37696,891
Dan ,Central,48,5906,25091.35000001,208,506,1678,271,1,43366,298
Dan ,Central,72,5906,29801.18,186,389,1620,242,1,50001,496
Dan ,Central,68,5907,27367.72000001,246,523,2274,241,1,47869.00000001,468
Dan ,Central,11,5907,30207.21,187,437,1737,253,1,51016,454
Dan ,Central,45,5908,30150.42,203,428,1774,257,1,50975.00000001,468
Dan ,Central,86,5909,17866.43,327,742,1188,101,1,31243,1331
Dan ,Central,56,5909,19993.27,145,300,1238,155,1,33959,306
Dan ,Central,84,5909,22210.99,172,317,1213,161,1,37317.00000001,441
Dan ,Central,27,5909,25651.94000001,166,395,1284,181,1,43198,163
Dan ,Central,52,5910,18289.52,216,493,934,110,1,30929.00000001,920
Dan ,Central,47,5911,14414.48,315,832,789,60,1,25150,1706
Dan ,Central,49,5911,17934.66000001,221,497,927,90,1,30363,928
Dan ,Central,10,5911,24136.55,202,515,1884,202,1,41969.00000001,640
Dan ,Central,130,5911,26005.58,256,432,1847,205,1,44712,485
Dan ,Central,50,5926,18871.26,313,779,962,77,1,32199,1697
Dan ,Central,52,5926,20226.67,257,540,1036,101,1,34011,1266
Dan ,Central,3,5926,25216.34,195,419,1555,244,1,43051,301
Dan ,Central,43,5926,27452.55,246,488,1421,204,1,46154.00000001,743
Dan ,Central,43,5927,15008.42000001,330,783,793,50,1,25843,1832
Dan ,Central,49,5927,18660.94,233,468,921,100,1,31384,960
Dan ,Central,133,5928,20374.51,140,231,907,133,1,33676,389
Dan ,Central,42,5928,24165.31,200,365,3279,152,1,44107,499
Dan ,Central,79,5929,18544.42000001,327,642,1627,100,1,32827,1259
Dan ,Central,9,5929,26943.17,184,426,1711,230,1,45965.00000001,337
Dan ,Central,76,5929,27085.13,219,485,1868,242,1,46557.00000001,498
Dan ,Central,56,5930,19808.13,142,310,1393,183,1,33951,368
Dan ,Central,42,5930,21625.41000001,187,314,1001,138,1,35868,652
Dan ,Central,42,5930,22215.57000001,174,275,981,135,1,36670,578
Dan ,Central,80,5931,23856.39,300,640,2459,295,1,43188,500
Dan ,Central,131,5931,24565.69000001,275,624,2171,279,1,43612,606
Dan ,Central,69,5934,26326.77000001,224,415,1742,249,1,44904,586
Dan ,Central,50,5936,13865.01000001,536,1120,813,58,1,24989.00000001,2242
Dan ,Central,70,5937,22365.9,319,639,1376,173,1,38401.00000001,1155
Dan ,Central,51,5937,24617.15,262,523,1651,223,1,42269.00000001,808
Dan ,Central,130,5937,25953.11000001,365,484,2287,244,1,45681.00000001,501
Dan ,Central,86,5938,18018.01,479,828,1475,130,1,32328,1426
Dan ,Central,84,5938,22272.47,225,379,1445,183,1,37956,595
Dan ,Central,45,5938,27583.03000001,237,442,2014,255,1,47469.00000001,520
Dan ,Central,10,5939,25135.1,241,516,2108,293,1,44269.00000001,302
Dan ,Central,40,5940,13887.66,535,1099,809,46,1,24990,2181
Dan ,Central,11,5940,25407.12,249,517,2105,294,1,44699,296
Dan ,Central,67,5941,26153.4,327,625,2808,327,1,47358,500
Dan ,Central,30,5943,26843.06,163,453,1751,263,1,45956,353
Dan ,Central,68,5943,26936.65,343,605,2910,294,1,48688,485
Dan ,Central,131,5944,24579.34000001,289,628,2136,279,1,43580,627
Dan ,Central,53,5946,17134.29000001,379,763,1132,98,1,29947,1565
Dan ,Central,69,5947,25909.53000001,222,410,1593,271,1,44039,530
Dan ,Central,72,5947,28676.66,165,402,1688,299,1,48419,539
Dan ,Central,31,5948,18004.53000001,172,463,949,159,1,30583,710
Dan ,Central,132,5955,16032.3,321,879,1042,112,1,28206,1806
Dan ,Central,44,5956,16962.88,309,866,1508,143,1,30630,1554
Dan ,Central,68,5956,27481.44,234,558,2616,322,1,48793,487
Dan ,Central,53,5957,17406.28,276,680,998,130,1,29888,1472
Dan ,Central,52,5957,20102.74,252,605,1067,252,1,34101.00000001,1376
Dan ,Central,11,5957,24707.15,303,523,2894,153,1,44968,296
Dan ,Central,43,5957,26579.8,221,535,1626,290,1,45366,727
Dan ,Central,70,5958,19417.95,293,765,1022,150,1,33263,1543
Dan ,Central,9,5962,27057.21000001,165,456,1766,278,1,46324,369
Dan ,Central,29,5962,27111.8,165,458,1770,279,1,46422,369
Dan ,Central,40,5963,14147.43000001,347,916,735,45,1,24841.00000001,1792
Dan ,Central,28,5963,27245.77,187,450,1720,228,1,46500,363
Dan ,Central,22,5965,26662.02000001,191,453,1715,227,1,45618.00000001,341
Dan ,Central,50,5966,14172.53000001,377,1034,715,53,1,24896,2234
Dan ,Central,69,5967,26274.92000001,219,421,1529,210,1,44426.00000001,589
Dan ,Central,49,5969,18537.85,241,530,1022,111,1,31477.00000001,1086
Dan ,Central,52,5969,19217.13,276,632,1040,98,1,32623,1429
Dan ,Central,45,5969,29883.36,201,441,1913,252,1,50807.00000001,514
Dan ,Central,47,5970,14487.97000001,410,893,887,126,1,25605.00000001,1909
Dan ,Central,129,5970,26446.48,261,439,1867,211,1,45443,505
Dan ,Central,50,5972,14458.08,396,961,742,62,1,25309.00000001,2081
Dan ,Central,79,5972,17402.4,386,700,1086,151,1,30314,1336
Dan ,Central,80,5973,18232.47,345,885,1364,208,1,32500,1521
Dan ,Central,9,5973,22306.11,862,638,4855,273,1,45498.00000001,537
Dan ,Central,131,5973,25089.36,222,556,1789,401,1,43604,595
Dan ,Central,56,5974,21139.47,141,323,1352,300,1,36080,348
Dan ,Central,72,5974,28763.81,179,397,1621,394,1,48493.00000001,562
Dan ,Central,86,5975,18213.38,342,720,1201,234,1,31855,1336
Dan ,Central,42,5977,21038.94,208,335,1121,283,1,35374,651
Dan ,Central,67,5977,26725.19,234,557,2377,532,1,47395,453
Dan ,Central,133,5978,20052.86,151,266,1048,294,1,33669.00000001,393
Dan ,Central,51,5979,26880.38,171,370,1488,394,1,45251,580
Dan ,Central,53,5986,15260.14,356,959,92,92,2,25303,2184
Dan ,Central,133,5986,18465.5,144,237,925,241,1,30856,408
Dan ,Central,49,5988,18862.4,276,654,1101,157,1,32337.00000001,1373
Dan ,Central,70,5988,24140.8,213,506,1214,361,1,40643,990
Dan ,Central,51,5988,26454.89,169,395,1590,308,1,44786.00000001,567
Dan ,Central,132,5989,17350.4,332,800,1200,158,1,30580,1477
Dan ,Central,86,5989,17844.2,342,741,1260,168,1,31416,1311
Dan ,Central,27,5989,26383.8,235,500,2402,193,1,46557.00000001,338
Dan ,Central,9,5990,26121.88,233,501,2381,202,1,46138.00000001,319
